Entidad;Objeto;FNA;GNA;NAM;SAG;LIMa_100k_;FDC;Escala;created_us;created_da;last_edite;last_edi_1;Pais_100KR;SHAPE_STAr;SHAPE_STLe
0;Pa°s;Estado Plurinacional de Bolivia;-2;Bolivia;;4;;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;91,9702412;62,22942958
0;Pa°s;Anguila (GBR);;Anguila (GBR);IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;0,016794674;1,12676895
0;Pa°s;Antigua y Barbuda;;Antigua y Barbuda;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;0,038368395;1,639974614
0;Pa°s;Commonwealth de las Bahamas;;Bahamas;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;1,119749567;35,73681942
0;Pa°s;;;;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;3,02494E-06;0,007364303
0;Pa°s;Belice;;Belice;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;1,894414248;10,8562885
0;Pa°s;Bermudas (GBR);;Bermudas (GBR);IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;0,003106558;0,492905082
0;Pa°s;Barbados;;Barbados;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;0,037039776;0,817650674
0;Pa°s;Canad†;;Canad†;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;1691,869097;2573,712442
0;Pa°s;;;;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;0,000412839;0,081190068
0;Pa°s;Commonwealth de Dominica;;Dominica;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;0,061493319;1,165521737
0;Pa°s;Granada;;Granada;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;0,02884146;1,037692391
0;Pa°s;Jamaica;;Jamaica;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;0,942061829;5,977438034
0;Pa°s;Saint Kitts y Nevis;;San Crist¢bal y Nieves;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;0,024665192;1,250487443
0;Pa°s;Santa Luc°a;;Santa Luc°a;IGN;4;UN-GGIM/IGN;0;JGONZALEZ@;22/03/2019;GEODBA;21/07/2019;1;0,050606093;0,969618606
